"sam1","sam2","n1","n2","coph","dna","ess"
1094543,197095,37489,32021,1200,0.442494230460103,0.0172549690505678
11629504,6841079,68,32987,7500,0.332165898817277,0.00793910549388233
3196481,1921922,32987,22301,900,1.1196191482459,0.00930868322033696
2517395,10404923,28852,36608,5600,0.847193578948774,0.0244664489217422
12706062,11794416,290057,1050576,2500,0.623477216366998,0.00128891018637567
1406680,10464083,33878,68,7500,1.2620278987714,0.0127435539899935
198725,2332238,28852,36097,400,0.0287339222075488,0.00833107509966968
11204649,10244556,1050576,275907,15500,0.885938144911787,0.0217512258447181
13164121,10512988,24962,56868,2000,0.155930520658319,0.00810239029733018
9542715,4723640,64900,177180,5000,0.69942665692725,0.00877079540630177
3804211,3642837,32987,32432,1000,0.228015705838209,0.00157822766456939
10071760,8059972,121333,140266,12700,0.667123426516254,0.0209873340032549
10040465,16186007,187121,449724,14400,0.0918262658687756,0.00469621605989734
3840016,16653729,32987,86376,1200,1.46967966317093,0.0134340097121679
7118911,811838,103152,41457,3600,1.07157521150318,0.0079261031181147
11606855,12650139,16,94593,11200,0.00969706569552564,0.0153382332035241
8164262,12290127,97056,72,6800,1.38365148514289,0.0386999584620165
13575862,1578867,326744,36097,1800,0.570106019444598,0.0198164680012078
11482069,10257595,363492,275907,14800,0.609668079047599,0.0229412214174083
4656103,14099308,44500,1354119,2500,0.421250444427653,0.00421840704647902
252,8993981,8896,33696,4700,0.643201903996191,0.0293105386588017
13391065,13153813,1206,56662,3900,0.00647645153700671,0.0147724462783686
6673371,7735315,103152,94933,400,1.67054887435398,0.00387510028304927
7547638,16012969,95194,32752,10000,1.99562405574646,0.0042278103600859
5002822,16418468,149,36097,4500,1.67111874473525,0.00785137118168555
5866074,5066093,24962,55404,1200,0.0292620997677637,0.0113406451955951
4785898,11053502,177180,28651,7500,1.44583464934331,0.00603175027799951
13995094,2295043,22301,36097,900,0.0231796698698091,0.000460465818780564
16596626,9128217,24962,123943,7600,1.98104427070608,0.0059125285872389
15355842,9450651,332282,312925,14800,0.000135944623479101,0.00447401221315424
11102536,7034514,25667,104944,6800,0.0149786765874996,0.010573744395329
5826821,5331640,22301,36097,900,0.000570661559113561,0.00571944324120832
12772927,11289166,24214,68909,4100,0.254620773931699,0.000792950691997474
948387,7678946,24962,94933,600,0.825109050867357,0.00749225939742337
10997558,9654240,27052,196881,7900,0.10016304153756,0.00821507711895031
6181549,13026634,94933,363492,3000,1.64399033806013,0.0360774943325034
14026327,13043037,19280,363492,2300,0.544660443793042,0.0219016149243715
4213968,10189656,29790,201255,1100,0.873800129377597,0.00998617709177341
15683872,15810971,18027,14005,1800,0.0100751024172303,0.0206875547966558
15244760,15983617,24962,19280,1700,0.166245816153586,0.0106083657436566
1412732,10064222,33878,150582,14100,1.78512549784768,0.00819326737156911
340669,676244,32987,23896,4300,0.289237080398627,0.0139170258835665
11007895,12971412,14005,119653,3300,0.107383784310677,0
8997543,7893773,119251,33406,6700,1.50154255230459,0.0138447171247709
3263761,16033892,27153,203738,1700,0.0815147640725602,0.00401654155078701
765364,13649495,22301,331854,700,1.39764131193283,0.00457290387525366
13734587,9053751,401109,97056,8000,1.94683825098433,0.0261303721644984
8443923,15445556,108124,240809,7600,1.97574621360791,0.0250926775977431
16756920,4378235,21458,27153,600,1.75528902098655,0.0270451095188726
4498446,13597701,32987,22301,900,1.34381268419664,0.0217127703266545
5877777,12993185,22301,363492,2100,0.649776813902064,0.0306046365661264
11406043,15948691,90237,44208,6700,0.501813116734412,0.0209884357437672
768069,16644595,29790,86376,1000,1.71227097671829,0.0218424065100462
10481804,9941923,62433,206310,7700,0.372160291100596,0.0244048174950545
12874078,8782984,146217,129,5800,0.0693462334093267,0.00662329218265334
5991030,4756029,86376,177180,1900,0.896527000825534,0.00907468237286535
7028834,1673347,84940,36097,7700,1.7970450644975,0.00614330870145685
15392763,15402800,44116,282823,100,0.00469228124324528,0.0167507865524672
16001351,13091774,29331,36608,5400,0.379371249784024,0.0463567216460867
5690091,9752363,36097,323973,1800,0.0127517991749638,0.00396945547298388
5399151,5339488,76,28852,6200,1.70486132667483,0.00826428917549726
15435539,4681015,83864,177180,1800,0.816506872870993,0.0284681657166093
9315344,3734455,12017,32987,6700,1.46394957549912,0.0129829045242372
5215349,9860840,36097,339477,3200,0.20274551053953,0.00770515847194631
1576741,7074783,309707,103152,1700,0.00215712749591379,0.00288503795816042
8914822,12027863,118936,348733,800,0.383238084655769,0.000473936411076403
16716088,5552075,409388,129,5000,1.98548403925572,0.0119066768157603
3200494,4912091,32987,32987,0,0.23338207887745,0.0042910817470333
10750084,14817746,288345,261462,2500,1.22298779232572,0.0146423757946593
14881680,1269379,70840,22301,900,0.237615437225328,0.00828303241169082
11046394,14034247,254508,16376,1400,1.36127962426175,0.0190415101743515
13000343,4069521,363492,50886,2800,0.727610596425948,0.0306046365661264
6113471,16348427,27153,135481,16716.6666666667,1.99914548278213,0.0131960351003834
5923844,1989693,21502,36097,5000,1.31633748425193,0.0135247593467956
4193036,5166101,26059,28852,100,0.534261909334629,0.00735688067655293
4383052,3885603,32987,27383,3200,0.0954743570037002,0.00706809984145018
8233097,6227327,94933,14005,3300,0.428904124688926,0.00566432096826097
16589262,16229865,283124,19280,1900,0.0096541119575051,0.00423237149228128
3217064,8197176,32987,106877,800,0.069469856254658,0.00341635712749699
8454825,172388,84278,28852,7600,1.94688258310136,0.0115690443610738
5513144,6646946,24962,28804,800,1.3820388193435,0.00292624174853318
14600972,3652868,12855,29096,3200,0.989316921922594,0.0241041557494447
15924143,6159524,17428,104944,1600,1.99972241781329,0.0426817628378214
11185515,12612890,56868,374655,2800,0.0504696381165131,0.00128891018637567
14461479,15864871,16376,243736,1200,0.0208344814019025,0.0060642117503048
4539904,6406984,29790,18290,4700,0.57604540235184,0.00506687382365067
6889611,8778477,133617,129714,2000,0.0715442311364802,0.00554666864715692
2709060,15217614,36097,410613,1200,0.0882470788536952,0.000760504396954076
253007,15954439,149,44208,4500,1.90061688654818,0.0170187961044462
11089159,10335134,368223,4401,9600,1.8461808522142,0.00582819551847902
8618262,5729095,94933,36097,1000,1.81840443606851,0.00597075687417026
8802957,2356540,100358,36211,7300,1.97480857904514,0.0106054650055553
503976,439169,24962,56529,400,1.96627279914282,0.0275945708362244
4665497,4152718,44500,63407,800,0.598015236500157,0.00306428796284619
12596210,15090922,374655,64380,3000,1.13101032736866,0.0198939317114387
7508468,3301755,145744,68275,10800,1.31531427325918,0.0129216056595501
11945637,3990675,232567,32987,2400,1.92682075716806,0.0319199866277052
4311232,1657082,56841,36097,1000,0.220402316328188,0.0106661063497984
3902857,6870309,32987,19280,2300,1.91444281901405,0.00223923063206
1125083,542152,29790,34708,400,0.266310556360341,0.0044069317076012
4037349,11976859,32987,23039,5300,0.677834010510433,0.0251991021753378
14861023,3722240,283124,29790,600,1.83650332937587,0.00716116452957727
5681552,8461210,36097,108124,8200,1.9801932719133,0.00512593350251556
6895821,13751700,133617,194741,2300,1.79550089301282,0.0247389663945348
5060829,11639931,55404,76,6600,1.85510148106583,0.00807800224150468
5801373,7466746,16376,149,2700,0.0201521622548901,0.00818101558643758
3251290,238920,63407,56841,800,1.03370177451347,0.00768544808778071
15082836,12069425,260801,1206,3600,0.435842879094083,0.0428879120612585
13168854,3603241,86376,149,4500,1.99436583644662,0.0194930606766833
2154571,15203484,24962,410613,600,0.0652361117510545,0.00207334869234344
7617307,13497020,122782,37474,1600,1.87289508704343,0.00506279407434329
5203794,15986354,36097,19280,2300,0.0812960418499741,0.00708417386728843
5862753,527428,81704,60379,800,1.37994459852624,0.0029523940017977
1300710,3297852,36811,68275,1200,0.655108209839777,0.00851071141276238
177506,3840243,28852,32987,600,0.575163281770449,0.0113822334801442
5079288,14257640,32021,401522,1600,0.0462405508316407,0.00564373100426396
841387,9893259,33878,182012,14400,1.67483370215152,0.00903325981651693
1529767,11913674,36097,137449,4300,1.86599339818004,0.0243770134648487
15051028,12025032,22301,348733,2100,0.710669582157436,0.00732086247520602
13215339,5830920,47550,48986,1200,0.153947932858915,0.00547382595530566
910669,13437765,36097,61180,1800,0.106950028949702,0.00525846698750454
15173767,2802209,279465,30518,800,0.110154657656892,0.00527815799941922
2832999,450171,32021,70892,1000,0.445955522413579,0.0128220871676241
8734644,4570330,129,21458,4000,1.8425140318304,0.00472767175798083
1687136,11608803,36097,18027,1500,1.07686199778197,0.011337216500533
3052871,11087159,26259,26440,5800,0.02334227296983,0.00446336364091138
3552294,8054973,37773,140266,7800,1.34938776640186,0.0231463219863096
2088201,15212593,36097,331854,1000,0.129760888934636,0.00300232475309437
13506746,12644204,44208,76,6600,1.92826312454459,0.0170187961044462
4056984,4647883,63038,29790,600,0.492875383016947,0.0044043458584222
3768100,10685756,239736,368223,11500,0.664564057498372,0.0108905450752819
3580784,13814542,33207,21458,600,0.544437772426738,0.0216136937687778
2052018,10009678,85330,328938,3600,1.92978554737968,0.00630888008549457
4731866,2109284,29790,36097,800,0.296187973206071,0.0047391927796957
11710448,7823049,224285,94933,2500,1.81882160304381,0.0218952765856851
7691665,1660504,94933,36097,1000,0.592515393942765,0.00449607794857154
11090000,14617170,368223,63407,10800,1.98979698912098,0.00831629407424894
13351922,14524720,290492,16376,1400,0.0156909862828153,0.03698556635649
14530403,13396873,16376,1206,2300,0.0709701748736418,0.00709885826563783
10049402,7284200,254370,81579,14600,1.96775548671694,0.00732360303568336
3779349,5971367,32987,16376,1800,1.46718795868038,0.0138859953149012
5458823,6897806,11538,14005,700,8.53773342948116e-05,0.00547468364453341
2874373,13338912,36097,18027,1500,0.160713646013778,0.0108280214308977
15591625,16307338,266279,359549,2300,0.0259855688422957,0.00423237149228128
14261409,1568138,22301,36097,900,0.139237943736918,0.00481955441104942
11142372,8468734,290057,108124,8000,0.558580928409403,0.0177402919053784
13161241,913817,56662,36097,1000,0.366980602532204,0.00987147394438881
595609,9309570,32987,8896,5700,1.82053414695504,0.0102383339578515
15939587,14017415,44208,287556,1400,0.000951846673954093,0.00207263800213808
897501,16481943,19280,28852,1900,0.330989019646477,0.010134627728032
6352147,2201275,113715,142461,1700,1.99518050104372,0.00613834808918468
2649775,11380637,32021,90237,6500,0.777763262183191,0.0260222262153094
10332861,9567431,6264,208791,3600,0.0134154810724624,0.00792157105003855
10639697,10536989,56868,24214,3900,0.113537026163042,0.000473936411076403
499412,7624384,27153,21458,600,0.428232444099063,0.00476822910613295
3156482,3642171,85330,32432,3400,0.830309165265704,0.00841247491022756
6975726,7814777,12855,34708,3400,1.58710284184054,0.0398511252137511
14183885,4004182,22301,32987,900,1.12926426755133,0.00738485730865823
5993821,4329487,86376,29790,1000,1.84044675943599,0.0111691782206507
16358499,7041775,135470,81579,16916.6666666667,1.94644474507685,0.0177481669849843
10029118,1786773,150582,26059,13600,0.443190670213894,0.00673691474503524
12769260,15578253,346720,24962,2400,1.57122735745653,0.0159432953502322
16425143,6881471,36097,118936,3000,1.57520116311295,0.0205482913047942
13682731,5255158,26059,19409,3800,1.92891935525906,0.00431705824183992
6206280,450293,48423,70892,5700,0.103482648778836,0.00823706756253939
2294224,16674136,36097,86376,1200,0.226240829558973,0.0054642934913568
1681346,77483,36097,7965,5300,0.336966251788637,0.00426728037322244
13495094,13014777,32752,52500,2100,0.901406487253109,0.0160506421769312
1251111,11480213,19280,363492,2300,0.72712164043129,0.0252625002479462
4092285,3102015,43104,406737,3900,1.8516438096707,0.00257396498920648
7299531,12833017,94933,24867,6700,1.40341529668864,0.00888973478910027
5252454,8202834,27383,51281,2300,0.00160664439002434,0.0182323096605993
70698,7783852,8896,25208,1700,1.99999738196049,0.00410893283306557
4133966,1015934,18027,36097,1500,0.0788647507890567,0.00693328802853899
14700654,13470307,26059,378250,1100,0.0241604620409166,0.0014231553383004
7650460,9173449,94933,27153,400,0.354738144960343,0.00443254743784671
9883803,4937984,150115,32987,14100,1.21371914363378,0.00960950931695903
972438,10163596,36097,12110,6700,0.138080109565572,0.00858321613859814
8209105,4843057,51281,19280,1400,1.38996728679999,0.0130678677524779
14801688,5740689,256754,36097,1200,0.138380874215895,0.0157085633894787
12166243,9912252,68909,300766,8800,0.474879828543745,0.0266994405019648
577251,2555591,22301,27383,2300,0.613289776098958,0.0103787079542375
14541109,8858566,21458,122545,7200,1.98007896138714,0.0228641227980187
7805458,11948195,22301,18027,600,1.79133668412015,0.0398511252137511
14224971,601468,332282,32987,1000,1.69320358370936,0.00654516044921305
394187,4075465,32987,50886,600,0.87022289331792,0.00294498958823897
2038452,13168268,85330,14005,3300,1.99987745980967,0.00850083876216035
12847638,654722,146217,69339,10800,0.269052782648682,0.00593523732152501
13446055,5137604,39257,378983,2000,0.106950028949702,0.00537994346072368
14951119,9041773,281355,73896,7200,1.8612809890336,0.0170692236192052
1051443,13422007,36097,27346,1700,0.435029152855918,0.00951667289244507
6121552,11595172,104944,186269,9900,0.00886169579881091,0.010573744395329
1468413,852471,33878,33878,0,0.0087788291117139,0.0056341101195696
606109,15074259,32987,260801,700,1.62808111690811,0.00650628545933374
10182951,3066696,17428,85330,2000,1.94169417243504,0.00935910180469146
3956535,3938944,32987,32987,0,0,-2.22044604925031e-16
945380,3352101,36097,85330,3600,1.54638121065081,0.00498915625541485
2671677,8289092,36097,88831,800,1.99998400414347,0.00907657370024961
2262396,4676507,36097,177180,1700,0.274096609796689,0.0047391927796957
16036605,10102232,203738,193866,13600,0.00703580500931678,0.00458524576697994
12948478,2969655,286826,25137,2800,1.67700785628481,0.0127648633088814
12031151,15002943,286826,1206,3900,0.322164511678859,0.00451918589267486
8425158,15603912,108124,266279,7700,1.98693288077568,0.00478440611573216
14752913,16717915,281016,409388,1600,0.00680863878146476,0.00605196020080823
13568623,11369300,22301,14005,2400,1.43293237203046,0.0165357316199891
11393605,14379935,90237,14005,3400,0.0838789843816665,0.0261458158359352
774772,13943663,26059,156308,1200,1.57337001422808,0.0212025609277396
15950003,6199825,22301,34708,700,1.96361495580884,0.00798798100160325
4097833,4277715,24962,188256,3700,1.74426918170511,0.003855077651713
8890418,13164859,22878,24962,4900,0.197069602786215,0.0142497101036352
3886700,15411881,19409,340088,4100,1.96105263987468,0.0042707652975571
8400234,15097218,90422,260801,7500,1.97995825334587,0.0107679082608964
719621,13954005,22301,19280,1400,1.99331057023902,0.0391721411392605
2062142,10276909,36097,296254,15000,0.0418338046686038,0.00599235665989628
10177559,15755222,64900,409388,4300,0.0350099672478273,0.0113261119428092
7329866,7172909,22301,76,5700,1.89867436290606,0.00626693174090653
11634931,6020199,52596,19409,7000,0.221857607428636,0.00165004841997496
321570,5517288,29790,34708,400,0.322507082026996,0.00619874216948568
6345272,2670799,113715,36097,1000,1.99991359777135,0.00907657370024961
16787379,812196,284445,41457,3100,1.98692147781954,0.020024432005633
2822479,2435010,16376,69339,1800,1.4916473381386,0.00525275628551769
16837921,12154295,36097,119653,3000,0.811358395581319,0.0205482913047942
